"FileName","LineStart","LineEnd","Code","CharStart","CharEnd","LabelValue"
"Clone54.java","12","12","        for (char bracket : expression.toCharArray ()) switch (bracket) {","1","73","2.0"
"Clone54.java","13","13","            case '{' :","1","22","2.0"
"Clone54.java","14","14","                s.push ('}');","1","29","2.0"
"Clone54.java","15","15","                break;","1","22","2.0"
"Clone54.java","16","16","            case '(' :","1","22","2.0"
"Clone54.java","17","17","                s.push (')');","1","29","2.0"
"Clone54.java","18","18","                break;","1","22","2.0"
"Clone54.java","19","19","            case '[' :","1","22","2.0"
"Clone54.java","20","20","                s.push (']');","1","29","2.0"
"Clone54.java","21","21","                break;","1","22","2.0"
"Clone54.java","22","22","            default :","1","21","2.0"
"Clone54.java","23","23","                if (s.isEmpty () || bracket != s.peek ()) {","1","59","2.0"
"Clone54.java","24","24","                    return false;","1","33","2.0"
"Clone54.java","25","25","                }","1","17","2.0"
"Clone54.java","26","26","                s.pop ();","1","25","2.0"
"Clone54.java","27","27","        }","1","9","2.0"
"Clone54.java","28","28","        return s.isEmpty ();","1","28","2.0"
"Clone54.java","29","29","    }","1","3","2.0"
"Clone54.java","29","29","    }","3","5","1.0"
"Clone54.java","33","33","    Map < Character, Character > braces = new HashMap < > ();","1","61","-1.0"
"Clone54.java","34","34","    braces.put ('(', ')');","1","26","-1.0"
"Clone54.java","35","35","    braces.put ('[', ']');","1","26","-1.0"
"Clone54.java","36","36","    braces.put ('{', '}');","1","26","-1.0"
"Clone54.java","37","37","    if (brackets.length () % 2 != 0) {","1","38","2.0"
"Clone54.java","38","38","        return false;","1","21","2.0"
"Clone54.java","39","39","    }","1","5","2.0"
"Clone54.java","40","40","    Stack < Character > halfBraces = new Stack ();","1","50","2.0"
"Clone54.java","41","41","    for (char ch : brackets.toCharArray ()) {","1","45","2.0"
"Clone54.java","42","42","        if (braces.containsKey (ch)) {","1","38","2.0"
"Clone54.java","43","43","            halfBraces.push (braces.get (ch));","1","46","2.0"
"Clone54.java","44","44","        } else if (halfBraces.isEmpty () || ch != halfBraces.pop ()) {","1","70","2.0"
"Clone54.java","45","45","            return false;","1","25","2.0"
"Clone54.java","46","46","        }","1","9","2.0"
"Clone54.java","47","47","    }","1","5","2.0"
"Clone54.java","48","48","    return halfBraces.isEmpty ();","1","33","2.0"
"Clone582.java","9","9","    int a = 100;","1","16","-1.0"
"Clone582.java","10","10","    int b = 1000;","1","17","-1.0"
"Clone582.java","11","11","    int lowest = b;","1","19","-1.0"
"Clone582.java","12","12","    int highest = a;","1","20","-1.0"
"Clone582.java","13","13","    int count = 100000;","1","23","-1.0"
"Clone582.java","14","14","    Random random = new Random ();","1","4","2.0"
"Clone582.java","14","14","Random random = new Random ();","4","34","1.0"
"Clone582.java","15","15","    for (int i = 0;","1","19","2.0"
"Clone582.java","16","16","    i < count; i ++) {","1","22","2.0"
"Clone582.java","17","17","        int nextNumber = (int) ((Math.abs (random.nextDouble ()) * (b - a))) + a;","1","81","2.0"
"Clone582.java","18","18","        if (nextNumber < a || nextNumber > b) {","1","47","1.0"
"Clone582.java","19","19","            System.err.println (""number not in range :"" + nextNumber);","1","70","1.0"
"Clone582.java","20","20","        } else {","1","16","1.0"
"Clone582.java","21","21","            System.out.println (nextNumber);","1","12","2.0"
"Clone582.java","21","21","            System.out.println (nextNumber);","12","44","2.0"
"Clone582.java","22","22","        }","1","9","1.0"
"Clone582.java","23","23","        if (nextNumber < lowest) {","1","34","1.0"
"Clone582.java","24","24","            lowest = nextNumber;","1","32","1.0"
"Clone582.java","25","25","        }","1","9","1.0"
"Clone582.java","26","26","        if (nextNumber > highest) {","1","35","1.0"
"Clone582.java","27","27","            highest = nextNumber;","1","33","1.0"
"Clone582.java","28","28","        }","1","9","1.0"
"Clone582.java","29","29","    }","1","4","2.0"
"Clone582.java","29","29","    }","4","5","2.0"
"Clone582.java","30","30","    System.out.println (""Produced "" + count + "" numbers from "" + lowest + "" to "" + highest);","1","4","2.0"
"Clone582.java","30","30","    System.out.println (""Produced "" + count + "" numbers from "" + lowest + "" to "" + highest);","4","92","1.0"
"Clone582.java","34","34","    log (""Generating 10 random integers in range 1..10."");","1","4","-1.0"
"Clone582.java","34","34","    log (""Generating 10 random integers in range 1..10."");","4","58","-1.0"
"Clone582.java","35","35","    int START = 1;","1","18","1.0"
"Clone582.java","36","36","    int END = 10;","1","17","1.0"
"Clone582.java","37","37","    Random randomGenerator = new Random ();","1","4","2.0"
"Clone582.java","37","37","Random randomGenerator = new Random ();","4","43","1.0"
"Clone582.java","38","38","    for (int idx = 1;","1","21","2.0"
"Clone582.java","39","39","    idx <= 10; ++ idx) {","1","24","2.0"
"Clone582.java","40","40","        showRandomInteger (START, END, randomGenerator);","1","56","2.0"
"Clone582.java","41","41","    }","1","5","2.0"
"Clone582.java","42","42","log (""Done"");","4","17","-1.0"
"Clone204.java","9","9","    a = a.toLowerCase ();","1","25","1.0"
"Clone204.java","10","10","    b = b.toLowerCase ();","1","25","1.0"
"Clone204.java","11","11","    if (a.length () != b.length ()) {","1","37","2.0"
"Clone204.java","12","12","        return false;","1","21","2.0"
"Clone204.java","13","13","    }","1","5","2.0"
"Clone204.java","14","14","    char [] chars = a.toCharArray ();","1","4","2.0"
"Clone204.java","14","14","char [] chars = a.toCharArray ();","4","37","1.0"
"Clone204.java","15","15","    for (char c : chars) {","1","26","2.0"
"Clone204.java","16","16","        int index = b.indexOf (c);","1","34","2.0"
"Clone204.java","17","17","        if (index != - 1) {","1","27","2.0"
"Clone204.java","18","18","            b = b.substring (0, index) + b.substring (index + 1, b.length ());","1","78","2.0"
"Clone204.java","19","19","        } else {","1","16","2.0"
"Clone204.java","20","20","            return false;","1","25","2.0"
"Clone204.java","21","21","        }","1","9","2.0"
"Clone204.java","22","22","    }","1","5","2.0"
"Clone204.java","23","23","    return b.isEmpty ();","1","24","2.0"
"Clone204.java","27","27","    if (s1.length () != s2.length ()) {","1","39","2.0"
"Clone204.java","28","28","        return false;","1","21","2.0"
"Clone204.java","29","29","    }","1","5","2.0"
"Clone204.java","30","30","    s1 = s1.toLowerCase ();","1","27","1.0"
"Clone204.java","31","31","    s2 = s2.toLowerCase ();","1","27","1.0"
"Clone204.java","32","32","    char [] c1 = s1.toCharArray ();","1","35","1.0"
"Clone204.java","33","33","    char [] c2 = s2.toCharArray ();","1","35","1.0"
"Clone204.java","34","34","    Arrays.sort (c1);","1","21","2.0"
"Clone204.java","35","35","    Arrays.sort (c2);","1","21","2.0"
"Clone204.java","36","36","    String sc1 = new String (c1);","1","33","2.0"
"Clone204.java","37","37","    String sc2 = new String (c2);","1","33","2.0"
"Clone204.java","38","38","    return sc1.equals (sc2);","1","28","2.0"
"Clone404.java","32","32","    frame.setDefaultCloseOperation (JFrame.EXIT_ON_CLOSE);","1","58","-2.0"
"Clone404.java","33","33","    frame.pack ();","1","18","-2.0"
"Clone404.java","34","34","    frame.setLocationRelativeTo (null);","1","39","-2.0"
"Clone404.java","35","35","    frame.setVisible (true);","1","28","-2.0"
"Clone404.java","9","9","    EventQueue.invokeLater (new Runnable () {","1","45","-2.0"
"Clone404.java","10","10","        @Override","1","17","-2.0"
"Clone404.java","11","11","        public void run () {","1","28","-2.0"
"Clone404.java","12","12","            display ();","1","23","-2.0"
"Clone404.java","13","13","        }}","1","10","-2.0"
"Clone404.java","14","14","    );","1","6","-2.0"
"Clone404.java","18","18","    JFrame frame = new JFrame (""Application Name"");","1","51","-1.0"
"Clone404.java","19","19","    JPanel iconPanel = new JPanel ();","1","37","-1.0"
"Clone404.java","20","20","    JPanel grid = new JPanel (new FlowLayout ());","1","49","-1.0"
"Clone404.java","21","21","    JButton firewallButton = new JButton (""Firewall"");","1","54","-1.0"
"Clone404.java","22","22","    JButton networkButton = new JButton (""Network"");","1","52","-1.0"
"Clone404.java","23","23","    JButton printerButton = new JButton (""Printer"");","1","52","-1.0"
"Clone404.java","24","24","    frame.add (iconPanel);","1","26","-2.0"
"Clone404.java","25","25","    iconPanel.add (firewallButton);","1","35","-2.0"
"Clone404.java","26","26","    iconPanel.add (networkButton);","1","34","-2.0"
"Clone404.java","27","27","    iconPanel.add (printerButton);","1","34","-2.0"
"Clone404.java","28","28","    grid.setBackground (Color.GREEN);","1","37","-2.0"
"Clone404.java","29","29","    frame.setLayout (new GridLayout (1, 2, 3, 3));","1","50","-2.0"
"Clone404.java","30","30","    frame.add (grid);","1","21","-2.0"
"Clone404.java","31","31","    frame.add (iconPanel);","1","26","-2.0"
"Clone283.java","9","9","String input = ""(A,Name1,200), (A,Name1,200), (R,Name1,200), (A,Name2,900), (A,Name2,500)"";","4","95","1.0"
"Clone283.java","10","10","    Pattern p = Pattern.compile (""\\(([A,R]?),(\\w+?),(\\d+?)\\)"");","1","67","2.0"
"Clone283.java","11","11","    Matcher m = p.matcher (input);","1","34","2.0"
"Clone283.java","12","12","    ArrayList < Score > scores = new ArrayList < Score > ();","1","60","1.0"
"Clone283.java","13","13","    ArrayList < Score > topScores = new ArrayList < Score > ();","1","63","1.0"
"Clone283.java","14","14","    while (m.find ()) {","1","23","2.0"
"Clone283.java","15","15","        String action = m.group (1);","1","36","2.0"
"Clone283.java","16","16","        String name = m.group (2);","1","34","2.0"
"Clone283.java","17","17","        double scoreVal = Double.valueOf (m.group (3));","1","55","2.0"
"Clone283.java","18","18","        Score score = new Score (name, scoreVal);","1","49","2.0"
"Clone283.java","19","19","        scores.add (score);","1","27","2.0"
"Clone283.java","20","20","        if (""A"".equalsIgnoreCase (action)) {","1","44","1.0"
"Clone283.java","21","21","            topScores.add (score);","1","34","1.0"
"Clone283.java","22","22","        } else {","1","16","1.0"
"Clone283.java","23","23","            for (Score topScore : topScores) {","1","46","1.0"
"Clone283.java","24","24","                if (topScore.equals (score)) {","1","46","1.0"
"Clone283.java","25","25","                    topScores.remove (score);","1","45","1.0"
"Clone283.java","26","26","                }","1","17","1.0"
"Clone283.java","27","27","            }","1","13","1.0"
"Clone283.java","28","28","        }","1","9","1.0"
"Clone283.java","29","29","    }","1","4","2.0"
"Clone283.java","29","29","    }","4","5","2.0"
"Clone283.java","30","30","    for (Score finalScore : topScores) {","1","40","1.0"
"Clone283.java","31","31","        System.out.println (finalScore);","1","40","1.0"
"Clone283.java","32","32","    }","1","5","1.0"
"Clone283.java","36","36","String input = ""(A,Name1,200), (A,Name1,200), (R,Name1,200), (A,Name2,900), (A,Name2,500)"";","4","95","1.0"
"Clone283.java","37","37","    String [] scoreSets = input.split (""\\),"");","1","4","2.0"
"Clone283.java","37","37","String [] scoreSets = input.split (""\\),"");","4","47","2.0"
"Clone283.java","38","38","    List < Score > scoreList = new ArrayList < Score > ();","1","4","2.0"
"Clone283.java","38","38","List < Score > scoreList = new ArrayList < Score > ();","4","58","1.0"
"Clone283.java","39","39","    for (String score : scoreSets) {","1","36","2.0"
"Clone283.java","40","40","        score = score.trim ().substring (1);","1","44","2.0"
"Clone283.java","41","41","        int closeBrace = score.indexOf (')');","1","45","2.0"
"Clone283.java","42","42","        if (closeBrace == score.length () - 1) {","1","48","2.0"
"Clone283.java","43","43","            score = score.substring (0, score.length () - 1);","1","61","2.0"
"Clone283.java","44","44","        }","1","9","2.0"
"Clone283.java","45","45","        String [] tokens = score.split ("","");","1","45","2.0"
"Clone283.java","46","46","        scoreList.add (new Score (tokens [0], tokens [1], Double.valueOf (tokens [2])));","1","88","2.0"
"Clone283.java","47","47","    }","1","5","2.0"
"Clone835.java","9","9","    int [] answer = new int [P.length];","1","4","2.0"
"Clone835.java","9","9","int [] answer = new int [P.length];","4","39","1.0"
"Clone835.java","10","10","    char [] chars = S.toCharArray ();","1","37","1.0"
"Clone835.java","11","11","    int [] [] cumulativeAnswers = new int [4] [chars.length + 1];","1","65","1.0"
"Clone835.java","12","12","    for (int iii = 0;","1","21","2.0"
"Clone835.java","13","13","    iii < chars.length; iii ++) {","1","33","2.0"
"Clone835.java","14","14","        if (iii > 0) {","1","22","2.0"
"Clone835.java","15","15","            for (int zzz = 0;","1","29","2.0"
"Clone835.java","16","16","            zzz < 4; zzz ++) {","1","30","2.0"
"Clone835.java","17","17","                cumulativeAnswers [zzz] [iii + 1] = cumulativeAnswers [zzz] [iii];","1","82","2.0"
"Clone835.java","18","18","            }","1","13","2.0"
"Clone835.java","19","19","        }","1","9","2.0"
"Clone835.java","20","20","        switch (chars [iii]) {","1","30","2.0"
"Clone835.java","21","21","            case 'A' :","1","22","2.0"
"Clone835.java","22","22","                cumulativeAnswers [0] [iii + 1] ++;","1","51","2.0"
"Clone835.java","23","23","                break;","1","22","2.0"
"Clone835.java","24","24","            case 'C' :","1","22","2.0"
"Clone835.java","25","25","                cumulativeAnswers [1] [iii + 1] ++;","1","51","2.0"
"Clone835.java","26","26","                break;","1","22","2.0"
"Clone835.java","27","27","            case 'G' :","1","22","2.0"
"Clone835.java","28","28","                cumulativeAnswers [2] [iii + 1] ++;","1","51","2.0"
"Clone835.java","29","29","                break;","1","22","2.0"
"Clone835.java","30","30","            case 'T' :","1","22","2.0"
"Clone835.java","31","31","                cumulativeAnswers [3] [iii + 1] ++;","1","51","2.0"
"Clone835.java","32","32","                break;","1","22","2.0"
"Clone835.java","33","33","        }","1","9","2.0"
"Clone835.java","34","34","    }","1","5","2.0"
"Clone835.java","35","35","    for (int iii = 0;","1","21","2.0"
"Clone835.java","36","36","    iii < P.length; iii ++) {","1","29","2.0"
"Clone835.java","37","37","        for (int zzz = 0;","1","25","2.0"
"Clone835.java","38","38","        zzz < 4; zzz ++) {","1","26","2.0"
"Clone835.java","39","39","            if ((cumulativeAnswers [zzz] [Q [iii] + 1] - cumulativeAnswers [zzz] [P [iii]]) > 0) {","1","98","2.0"
"Clone835.java","40","40","                answer [iii] = zzz + 1;","1","39","2.0"
"Clone835.java","41","41","                break;","1","22","2.0"
"Clone835.java","42","42","            }","1","13","2.0"
"Clone835.java","43","43","        }","1","9","2.0"
"Clone835.java","44","44","    }","1","5","2.0"
"Clone835.java","45","45","    return answer;","1","18","2.0"
"Clone835.java","49","49","    int N = S.length ();","1","4","2.0"
"Clone835.java","49","49","int N = S.length ()","4","23","1.0"
"Clone835.java","49","49","    int N = S.length ();","23","24","2.0"
"Clone835.java","50","50","    int M = P.length;","1","21","1.0"
"Clone835.java","51","51","    int [] result = new int [M];","1","32","1.0"
"Clone835.java","52","52","    lastOccurrencesMap = new int [3] [N];","1","41","1.0"
"Clone835.java","53","53","    int lastA = - 1;","1","20","1.0"
"Clone835.java","54","54","    int lastC = - 1;","1","20","1.0"
"Clone835.java","55","55","    int lastG = - 1;","1","20","1.0"
"Clone835.java","56","56","    for (int i = 0;","1","19","2.0"
"Clone835.java","57","57","    i < N; i ++) {","1","18","2.0"
"Clone835.java","58","58","        char c = S.charAt (i);","1","30","2.0"
"Clone835.java","59","59","        if (c == 'A') {","1","23","2.0"
"Clone835.java","60","60","            lastA = i;","1","22","2.0"
"Clone835.java","61","61","        } else if (c == 'C') {","1","30","2.0"
"Clone835.java","62","62","            lastC = i;","1","22","2.0"
"Clone835.java","63","63","        } else if (c == 'G') {","1","30","2.0"
"Clone835.java","64","64","            lastG = i;","1","22","2.0"
"Clone835.java","65","65","        }","1","9","2.0"
"Clone835.java","66","66","        lastOccurrencesMap [0] [i] = lastA;","1","43","2.0"
"Clone835.java","67","67","        lastOccurrencesMap [1] [i] = lastC;","1","43","2.0"
"Clone835.java","68","68","        lastOccurrencesMap [2] [i] = lastG;","1","43","2.0"
"Clone835.java","69","69","    }","1","5","2.0"
"Clone835.java","70","70","    for (int i = 0;","1","19","2.0"
"Clone835.java","71","71","    i < M; i ++) {","1","18","2.0"
"Clone835.java","72","72","        int startIndex = P [i];","1","31","2.0"
"Clone835.java","73","73","        int endIndex = Q [i];","1","29","2.0"
"Clone835.java","74","74","        int minimum = 4;","1","24","2.0"
"Clone835.java","75","75","        for (int n = 0;","1","23","2.0"
"Clone835.java","76","76","        n < 3; n ++) {","1","22","2.0"
"Clone835.java","77","77","            int lastOccurence = getLastNucleotideOccurrence (startIndex, endIndex, n);","1","86","2.0"
"Clone835.java","78","78","            if (lastOccurence != 0) {","1","37","2.0"
"Clone835.java","79","79","                minimum = n + 1;","1","32","2.0"
"Clone835.java","80","80","                break;","1","22","2.0"
"Clone835.java","81","81","            }","1","13","2.0"
"Clone835.java","82","82","        }","1","9","2.0"
"Clone835.java","83","83","        result [i] = minimum;","1","29","2.0"
"Clone835.java","84","84","    }","1","5","2.0"
"Clone835.java","85","85","    return result;","1","18","2.0"
"Clone996.java","9","9","    cellNew.setCellComment (cellOld.getCellComment ());","1","55","-2.0"
"Clone996.java","10","10","    Integer hash = cellOld.getCellStyle ().hashCode ();","1","55","-2.0"
"Clone996.java","11","11","    if (this.styleMap != null && ! this.styleMap.containsKey (hash)) {","1","70","-2.0"
"Clone996.java","12","12","        this.transform (workbookOld, workbookNew, hash, cellOld.getCellStyle (), (HSSFCellStyle) workbookNew.createCellStyle ());","1","129","-2.0"
"Clone996.java","13","13","    }","1","5","-2.0"
"Clone996.java","14","14","    cellNew.setCellStyle (this.styleMap.get (hash));","1","52","-2.0"
"Clone996.java","15","15","    switch (cellOld.getCellType ()) {","1","37","-2.0"
"Clone996.java","16","16","        case Cell.CELL_TYPE_BLANK :","1","35","-2.0"
"Clone996.java","17","17","            break;","1","18","-2.0"
"Clone996.java","18","18","        case Cell.CELL_TYPE_BOOLEAN :","1","37","-2.0"
"Clone996.java","19","19","            cellNew.setCellValue (cellOld.getBooleanCellValue ());","1","66","-2.0"
"Clone996.java","20","20","            break;","1","18","-2.0"
"Clone996.java","21","21","        case Cell.CELL_TYPE_ERROR :","1","35","-2.0"
"Clone996.java","22","22","            cellNew.setCellValue (cellOld.getErrorCellValue ());","1","64","-2.0"
"Clone996.java","23","23","            break;","1","18","-2.0"
"Clone996.java","24","24","        case Cell.CELL_TYPE_FORMULA :","1","37","-2.0"
"Clone996.java","25","25","            cellNew.setCellValue (cellOld.getCellFormula ());","1","61","-2.0"
"Clone996.java","26","26","            break;","1","18","-2.0"
"Clone996.java","27","27","        case Cell.CELL_TYPE_NUMERIC :","1","37","-2.0"
"Clone996.java","28","28","            cellNew.setCellValue (cellOld.getNumericCellValue ());","1","66","-2.0"
"Clone996.java","29","29","            break;","1","18","-2.0"
"Clone996.java","30","30","        case Cell.CELL_TYPE_STRING :","1","36","-2.0"
"Clone996.java","31","31","            cellNew.setCellValue (cellOld.getStringCellValue ());","1","65","-2.0"
"Clone996.java","32","32","            break;","1","18","-2.0"
"Clone996.java","33","33","        default :","1","17","-2.0"
"Clone996.java","34","34","            System.out.println (""transform: Unbekannter Zellentyp "" + cellOld.getCellType ());","1","94","-2.0"
"Clone996.java","35","35","    }","1","5","-2.0"
"Clone996.java","39","39","    styleNew.setAlignment (styleOld.getAlignment ());","1","53","-2.0"
"Clone996.java","40","40","    styleNew.setBorderBottom (styleOld.getBorderBottom ());","1","59","-2.0"
"Clone996.java","41","41","    styleNew.setBorderLeft (styleOld.getBorderLeft ());","1","55","-2.0"
"Clone996.java","42","42","    styleNew.setBorderRight (styleOld.getBorderRight ());","1","57","-2.0"
"Clone996.java","43","43","    styleNew.setBorderTop (styleOld.getBorderTop ());","1","53","-2.0"
"Clone996.java","44","44","    styleNew.setDataFormat (this.transform (styleOld.getDataFormat ()));","1","72","-2.0"
"Clone996.java","45","45","    styleNew.setFillBackgroundColor (styleOld.getFillBackgroundColor ());","1","73","-2.0"
"Clone996.java","46","46","    styleNew.setFillForegroundColor (styleOld.getFillForegroundColor ());","1","73","-2.0"
"Clone996.java","47","47","    styleNew.setFillPattern (styleOld.getFillPattern ());","1","57","-2.0"
"Clone996.java","48","48","    styleNew.setFont (this.transform (styleOld.getFont (this.workbookOld)));","1","76","-2.0"
"Clone996.java","49","49","    styleNew.setHidden (styleOld.getHidden ());","1","47","-2.0"
"Clone996.java","50","50","    styleNew.setIndention (styleOld.getIndention ());","1","53","-2.0"
"Clone996.java","51","51","    styleNew.setLocked (styleOld.getLocked ());","1","47","-2.0"
"Clone996.java","52","52","    styleNew.setVerticalAlignment (styleOld.getVerticalAlignment ());","1","69","-2.0"
"Clone996.java","53","53","    styleNew.setWrapText (styleOld.getWrapText ());","1","51","-2.0"
"Clone996.java","54","54","    this.styleMap.put (hash, styleNew);","1","39","-2.0"
"Clone996.java","55","55","}","1","1","-2.0"
"Clone596.java","9","9","    long start = System.nanoTime ();","1","36","-1.0"
"Clone596.java","10","10","    int letters = 26;","1","21","-1.0"
"Clone596.java","11","11","    int count = 6;","1","18","-1.0"
"Clone596.java","12","12","    final int combinations = (int) Math.pow (letters, count);","1","61","1.0"
"Clone596.java","13","13","    char [] chars = new char [count];","1","37","1.0"
"Clone596.java","14","14","    Arrays.fill (chars, 'a');","1","29","1.0"
"Clone596.java","15","15","    final int last = count - 1;","1","31","1.0"
"Clone596.java","16","16","    OUTER : while (true) {","1","26","2.0"
"Clone596.java","17","17","        for (chars [last] = 'a'; chars [last] <= 'z'; chars [last] += 2) {","1","74","2.0"
"Clone596.java","18","18","            newComination (chars);","1","34","2.0"
"Clone596.java","19","19","            chars [last] ++;","1","28","2.0"
"Clone596.java","20","20","            newComination (chars);","1","34","2.0"
"Clone596.java","21","21","        }","1","9","2.0"
"Clone596.java","22","22","        UPDATED : {","1","19","2.0"
"Clone596.java","23","23","            for (int i = last - 1;","1","34","2.0"
